contrast,family,quantity,stratum,seed,n_rows,n_parents,value_row,value_parent,ci_lo,ci_hi,boot,terms
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,small_edit,806,5,3,0.4,,0.0,0.5,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.2,,,,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,J,other_edit,803,173,84,0.225434,0.25496,0.161682,0.354167,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,J,other_edit,805,173,84,0.317919,0.329365,0.227183,0.427604,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,J,other_edit,806,173,84,0.317919,0.309524,0.215278,0.404787,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.287091,0.29795,0.214939,0.382606,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,other_edit,803,173,84,0.132948,0.134921,0.059524,0.212302,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,other_edit,805,173,84,0.196532,0.202381,0.119048,0.291667,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,other_edit,806,173,84,0.213873,0.18254,0.101166,0.26689,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.181118,0.17328,0.109458,0.238765,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,P_state0,other_edit,803,173,84,0.017341,0.02381,0.0,0.059524,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,P_state0,other_edit,805,173,84,0.00578,0.011905,0.0,0.035714,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,P_state0,other_edit,806,173,84,0.0,0.0,0.0,0.0,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.007707,0.011905,0.0,0.027778,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,A_state1,other_edit,803,173,84,0.092486,0.098214,0.035714,0.169643,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,A_state1,other_edit,805,173,84,0.144509,0.149802,0.075397,0.233135,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,A_state1,other_edit,806,173,84,0.156069,0.144841,0.066468,0.225198,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.131021,0.130952,0.06746,0.199735,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,B_state2,other_edit,803,173,84,0.092486,0.103175,0.045635,0.166667,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,B_state2,other_edit,805,173,84,0.098266,0.107143,0.039683,0.176587,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,B_state2,other_edit,806,173,84,0.109827,0.084325,0.03373,0.141865,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.100193,0.098214,0.05191,0.148156,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,other_edit,803,173,84,0.092486,0.128968,0.055556,0.208333,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,other_edit,805,173,84,0.138728,0.156746,0.071404,0.246057,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,other_edit,806,173,84,0.121387,0.141865,0.076389,0.214286,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.117534,0.142526,0.080026,0.209664,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,other_edit,803,173,84,0.133615,,0.067739,0.215595,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,other_edit,805,173,84,0.178657,,0.088929,0.28267,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,other_edit,806,173,84,0.165548,,0.084114,0.256788,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_standard_random_flip minus A_standard_random_flip,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.159273,,,,4000,+1*B_standard_random_flip -1*A_standard_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,all,803,178,85,0.337079,0.361765,0.270588,0.451005,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,all,805,178,85,0.275281,0.259804,0.178431,0.347083,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,all,806,178,85,0.331461,0.337255,0.234314,0.441176,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,all,cross_seed_mean,178,85,0.314607,0.319608,0.245425,0.396422,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,all,803,178,85,0.179775,0.198039,0.123529,0.280392,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,all,805,178,85,0.168539,0.168627,0.096078,0.245098,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,all,806,178,85,0.179775,0.180392,0.092132,0.274534,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.17603,0.182353,0.116013,0.252288,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,all,803,178,85,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,all,805,178,85,0.033708,0.035294,0.0,0.082353,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,all,806,178,85,0.005618,0.011765,0.0,0.035294,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.013109,0.015686,0.003922,0.031373,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,all,803,178,85,0.11236,0.135294,0.068603,0.205882,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,all,805,178,85,0.117978,0.120588,0.061765,0.188235,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,all,806,178,85,0.140449,0.154902,0.076471,0.243137,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.123596,0.136928,0.076144,0.202288,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,all,803,178,85,0.11236,0.115686,0.056863,0.184314,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,all,805,178,85,0.11236,0.110784,0.051961,0.17549,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,all,806,178,85,0.067416,0.073529,0.015686,0.138235,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.097378,0.1,0.050327,0.155891,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,all,803,178,85,0.162921,0.17549,0.108824,0.247059,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,all,805,178,85,0.117978,0.105882,0.054902,0.166691,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,all,806,178,85,0.162921,0.171569,0.103922,0.244118,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.14794,0.15098,0.098039,0.208832,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,all,803,178,85,0.210863,,0.131069,0.294941,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,all,805,178,85,0.148184,,0.073668,0.234989,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,all,806,178,85,0.2052,,0.129051,0.290325,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,all,cross_seed_mean,178,85,0.188083,,,,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,small_edit,806,5,3,0.4,0.5,0.0,1.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.2,0.222222,0.0,0.333333,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,small_edit,806,5,3,0.2,0.333333,0.0,1.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.066667,0.111111,0.0,0.333333,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,small_edit,806,5,3,0.2,0.333333,0.0,1.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.066667,0.111111,0.0,0.333333,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,small_edit,806,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.133333,0.111111,0.0,0.333333,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,small_edit,803,5,3,0.2,,0.0,0.5,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,small_edit,805,5,3,0.0,,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,small_edit,806,5,3,0.25,,0.0,0.5,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.15,,,,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,other_edit,803,173,84,0.34104,0.360119,0.274777,0.451389,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,other_edit,805,173,84,0.283237,0.262897,0.180556,0.349206,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,other_edit,806,173,84,0.32948,0.335317,0.235119,0.436508,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.317919,0.319444,0.246032,0.396164,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,other_edit,803,173,84,0.184971,0.200397,0.126984,0.285714,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,other_edit,805,173,84,0.17341,0.170635,0.097222,0.251984,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,other_edit,806,173,84,0.179191,0.18254,0.095238,0.274802,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.179191,0.184524,0.115079,0.259921,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,other_edit,803,173,84,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,other_edit,805,173,84,0.034682,0.035714,0.0,0.083333,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,other_edit,806,173,84,0.00578,0.011905,0.0,0.035714,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.013487,0.015873,0.003968,0.031746,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,other_edit,803,173,84,0.115607,0.136905,0.06942,0.21131,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,other_edit,805,173,84,0.121387,0.122024,0.056548,0.193452,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,other_edit,806,173,84,0.138728,0.156746,0.077381,0.242063,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.125241,0.138558,0.076389,0.203373,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,other_edit,803,173,84,0.115607,0.117063,0.056548,0.181548,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,other_edit,805,173,84,0.115607,0.112103,0.051587,0.178596,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,other_edit,806,173,84,0.069364,0.074405,0.014881,0.139881,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.100193,0.10119,0.050595,0.158069,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,other_edit,803,173,84,0.16185,0.171627,0.107143,0.24308,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,other_edit,805,173,84,0.121387,0.107143,0.053571,0.166667,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,other_edit,806,173,84,0.16185,0.167659,0.099206,0.241071,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.148362,0.14881,0.095569,0.207672,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,other_edit,803,173,84,0.211563,,0.133732,0.299604,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,other_edit,805,173,84,0.154077,,0.075435,0.240065,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,other_edit,806,173,84,0.203844,,0.124388,0.292685,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
B_lowstride_random_flip minus A_lowstride_random_flip,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.189828,,,,4000,+1*B_lowstride_random_flip -1*A_lowstride_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,178,85,-0.033708,-0.016667,-0.079412,0.047083,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,178,85,0.050562,0.087255,0.018627,0.160784,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,all,806,178,85,0.033708,0.040196,-0.051005,0.127475,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,all,cross_seed_mean,178,85,0.016854,0.036928,-0.011111,0.087255,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,all,803,178,85,-0.005618,-0.005882,-0.04902,0.037255,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,all,805,178,85,0.039326,0.04902,-0.021569,0.123529,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,all,806,178,85,0.050562,0.047059,-0.029412,0.122574,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.02809,0.030065,-0.007843,0.068954,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,P_state0,all,803,178,85,0.016854,0.023529,0.0,0.058824,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,P_state0,all,805,178,85,-0.02809,-0.023529,-0.070588,0.011765,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,P_state0,all,806,178,85,-0.005618,-0.011765,-0.035294,0.0,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,P_state0,all,cross_seed_mean,178,85,-0.005618,-0.003922,-0.023529,0.011765,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,A_state1,all,803,178,85,0.011236,0.005882,-0.032377,0.045098,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,A_state1,all,805,178,85,0.022472,0.027451,-0.028431,0.086275,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,A_state1,all,806,178,85,0.02809,0.023529,-0.036275,0.086275,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.020599,0.018954,-0.013725,0.052288,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,B_state2,all,803,178,85,-0.005618,0.003922,-0.023529,0.035294,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,B_state2,all,805,178,85,0.0,0.012745,-0.045098,0.069608,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,B_state2,all,806,178,85,0.044944,0.021569,-0.031397,0.072549,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.013109,0.012745,-0.014379,0.03857,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,all,803,178,85,-0.016854,0.003922,-0.048039,0.059804,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,all,805,178,85,0.022472,0.055882,-0.019608,0.132353,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,all,806,178,85,-0.005618,0.004902,-0.059828,0.067647,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.0,0.021569,-0.022549,0.066667,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,CCM,all,803,178,85,-0.037513,,-0.095157,0.019501,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,CCM,all,805,178,85,0.025834,,-0.033378,0.086753,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,CCM,all,806,178,85,-0.006067,,-0.076756,0.064209,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,CCM,all,cross_seed_mean,178,85,-0.005915,,,,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,small_edit,803,5,3,-0.2,-0.166667,-0.5,0.0,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
A_lowstride_random_flip minus A_standard_random_flip,paired_contrast,J,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_random_flip -1*A_standard_random_flip
