contrast,family,quantity,stratum,seed,parent,n_rows,delta_parent_mean
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,479,1,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,483,1,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,490,1,-1.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,491,1,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,803,496,3,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,3,3,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,4,4,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,15,3,-0.333333
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,28,4,0.0
D_standard_random_flip minus A_standard_random_flip,paired_contrast,J,all,805,32,1,1.0
